model_name,domain,ndcg@5,ndcg@10,recall@1,recall@5,recall@10,num_eval_queries,num_queries,num_corpus_scored,path
vdr_random_hn_1k_final,finance_en,0.12062652405514408,0.13519291454214616,0.052616832051516016,0.12407751103170757,0.16652623472772599,1854,1854,2942,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/finance_en.json
vdr_random_hn_1k_final,finance_fr,0.07356515933762858,0.08993100683359077,0.02703440822351671,0.07879174773876033,0.12366699470556664,1920,1920,2384,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/finance_fr.json
vdr_random_hn_1k_final,hr,0.08723477983875173,0.0978644764807834,0.03340166039658079,0.08523043913503897,0.12081265883064153,1908,1908,1110,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/hr.json
vdr_random_hn_1k_final,industrial,0.06948307543873744,0.07388715953900302,0.03256220206308548,0.06988499705247106,0.08693847498585351,1698,1698,5244,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/industrial.json
vdr_random_hn_1k_final,pharmaceuticals,0.1421080383367705,0.15550057265015652,0.07202434441467387,0.14188653003540155,0.18684795473228236,2184,2184,2313,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/pharmaceuticals.json
vdr_random_hn_1k_final,physics,0.12089302918543596,0.13490401386519116,0.03712084009545792,0.10852098052379142,0.15711014074413915,1812,1812,1674,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_random_hn_1k_final/physics.json
vdr_voyage_hn_1k_best,computer_science,0.1832208131023408,0.2059567056141952,0.07134893960475364,0.1742367215041634,0.24677774852193446,1290,1290,1360,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/computer_science.json
vdr_voyage_hn_1k_best,energy,0.1407747887167753,0.15950880486625413,0.06536700463872426,0.15183985135762146,0.21096496414225852,1848,1848,2225,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/energy.json
vdr_voyage_hn_1k_best,finance_en,0.12578289529244407,0.14246470985563878,0.05673150708043054,0.12578708995811494,0.17427264942731044,1854,1854,2942,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/finance_en.json
vdr_voyage_hn_1k_best,finance_fr,0.07910009577899402,0.09482942064667355,0.031365058254993965,0.08557034185166357,0.1283080770431775,1920,1920,2384,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/finance_fr.json
vdr_voyage_hn_1k_best,hr,0.08956393228386549,0.09843332413462998,0.035996791160948456,0.08738522339997862,0.1179203967032703,1908,1908,1110,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/hr.json
vdr_voyage_hn_1k_best,industrial,0.06826078024844609,0.07438633276408864,0.03389969456665573,0.06605230580552081,0.08742933395179903,1698,1698,5244,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/industrial.json
vdr_voyage_hn_1k_best,pharmaceuticals,0.14532087421359077,0.15960784000247252,0.07261591554195926,0.14565005448917326,0.190879905620043,2184,2184,2313,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/pharmaceuticals.json
vdr_voyage_hn_1k_best,physics,0.12665677611362133,0.14017727519508855,0.03772423394915164,0.11136804412626786,0.1607908476943331,1812,1812,1674,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_best/physics.json
vdr_voyage_hn_1k_final,computer_science,0.18375058219774315,0.2061799949667892,0.07105824193033503,0.17670094332885034,0.24783841051282887,1290,1290,1360,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/computer_science.json
vdr_voyage_hn_1k_final,energy,0.13986329886355098,0.15837991634966556,0.06472903480432586,0.15198729337536426,0.20958653754809373,1848,1848,2225,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/energy.json
vdr_voyage_hn_1k_final,finance_en,0.12523681121740166,0.14165007675709745,0.05658744043150953,0.12608503006188027,0.17365422546984202,1854,1854,2942,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/finance_en.json
vdr_voyage_hn_1k_final,finance_fr,0.07878479106901806,0.09348509928829027,0.029666702144873137,0.08635820560827732,0.1264917136812978,1920,1920,2384,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/finance_fr.json
vdr_voyage_hn_1k_final,hr,0.09007437027615232,0.09808941367317837,0.035778412404833856,0.0886057053987625,0.11730531711575269,1908,1908,1110,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/hr.json
vdr_voyage_hn_1k_final,industrial,0.06829284839762817,0.07365812042666717,0.03328552663800016,0.06721333558845873,0.08668525050299902,1698,1698,5244,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/industrial.json
vdr_voyage_hn_1k_final,pharmaceuticals,0.14537690597059966,0.15891211368249678,0.07235882963724893,0.14578863309615844,0.18921531735033198,2184,2184,2313,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/pharmaceuticals.json
vdr_voyage_hn_1k_final,physics,0.12470743465987524,0.1383321080697122,0.03440893163759818,0.11214636147394735,0.16055056411408236,1812,1812,1674,/data/home/jeffrey/Projects-dev/AutoRAG-Research/experiments/vidorev3_colflor/results/vdr_voyage_hn_1k_final/physics.json
